Serial,ElevationAngle(degree),Azimuth(degree)
20240318101013,53.06,152.81
20240318102013,54.81,155.28
20240318103013,56.47,157.75
20240318104013,58.04,160.23
20240318105013,59.49,162.7
20240318110013,60.82,165.17
20240318111013,61.99,167.64
20240318112013,63.0,170.12
20240318113013,63.82,172.59
20240318114013,64.44,175.06
20240318115013,64.83,177.53
20240318120013,65.0,180.01
20240318121013,64.92,182.48
20240318122013,64.62,184.95
20240318123013,64.09,187.42
20240318124013,63.35,189.9
20240318125013,62.42,192.37
20240318130013,61.31,194.84
20240318131013,60.04,197.31
20240318132013,58.64,199.78
20240318133013,57.11,202.26
20240318134013,55.49,204.73
20240318135013,53.77,207.2
20240318140013,51.98,209.67
20240318141013,50.12,212.15
20240318142013,48.21,214.62
20240318143013,46.24,217.09
20240318144013,44.23,219.56
20240318145013,42.18,222.04
20240318150013,40.1,224.51
20240318151013,38.0,226.98
20240318152013,35.86,229.45
20240318153013,33.71,231.93
20240318154013,31.54,234.4
20240318155013,29.34,236.87
20240318160013,27.14,239.34
20240318161013,24.92,241.81
20240318162013,22.69,244.29
20240318163013,20.45,246.76
20240318164013,18.2,249.23
20240318165013,15.94,251.7
20240318170013,13.68,254.18
20240318171013,11.41,256.65
20240318172013,9.14,259.12
20240318173013,6.86,261.59
20240318174013,4.58,264.07
20240318175013,2.3,266.54
20240318180013,0.01,269.01
20240319060013,-0.27,90.25
20240319061013,2.02,92.73
20240319062013,4.3,95.21
20240319063013,6.58,97.7
20240319064013,8.87,100.18
20240319065013,11.14,102.66
20240319070013,13.42,105.14
20240319071013,15.69,107.63
20240319072013,17.95,110.11
20240319073013,20.21,112.59
20240319074013,22.46,115.08
20240319075013,24.7,117.56
20240319080013,26.93,120.04
20240319081013,29.15,122.52
20240319082013,31.36,125.01
20240319083013,33.55,127.49
20240319084013,35.73,129.97
20240319085013,37.88,132.46
20240319090013,40.01,134.94
20240319091013,42.12,137.42
20240319092013,44.19,139.9
20240319093013,46.23,142.39
20240319094013,48.24,144.87
20240319095013,50.19,147.35
20240319100013,52.1,149.83
20240319101013,53.94,152.32
20240319102013,55.71,154.8
20240319103013,57.4,157.28
20240319104013,58.99,159.77
20240319105013,60.46,162.25
20240319110013,61.81,164.73
20240319111013,63.0,167.21
20240319112013,64.02,169.7
20240319113013,64.85,172.18
20240319114013,65.47,174.66
20240319115013,65.85,177.14
20240319120013,66.0,179.63
20240319121013,65.9,182.11
20240319122013,65.56,184.59
20240319123013,64.99,187.08
20240319124013,64.2,189.56
20240319125013,63.22,192.04
20240319130013,62.06,194.52
20240319131013,60.74,197.01
20240319132013,59.29,199.49
20240319133013,57.72,201.97
20240319134013,56.05,204.46
20240319135013,54.3,206.94
20240319140013,52.47,209.42
20240319141013,50.58,211.9
20240319142013,48.63,214.39
20240319143013,46.64,216.87
20240319144013,44.6,219.35
20240319145013,42.53,221.83
20240319150013,40.43,224.32
20240319151013,38.31,226.8
20240319152013,36.16,229.28
20240319153013,33.99,231.77
20240319154013,31.8,234.25
20240319155013,29.6,236.73
20240319160013,27.38,239.21
20240319161013,25.15,241.7
20240319162013,22.91,244.18
20240319163013,20.66,246.66
20240319164013,18.4,249.14
20240319165013,16.14,251.63
20240319170013,13.87,254.11
20240319171013,11.6,256.59
20240319172013,9.32,259.08
20240319173013,7.04,261.56
20240319174013,4.76,264.04
20240319175013,2.47,266.52
20240319180013,0.19,269.01
20240320060013,-0.27,90.5
20240320061013,2.02,92.97
20240320062013,4.3,95.45
20240320063013,6.58,97.92
20240320064013,8.87,100.4
20240320065013,11.14,102.87
20240320070013,13.42,105.35
20240320071013,15.69,107.83
20240320072013,17.95,110.3
20240320073013,20.21,112.78
20240320074013,22.46,115.25
20240320075013,24.7,117.73
20240320080013,26.93,120.21
20240320081013,29.15,122.68
20240320082013,31.36,125.16
20240320083013,33.55,127.63
20240320084013,35.73,130.11
20240320085013,37.88,132.59
20240320090013,40.01,135.06
20240320091013,42.12,137.54
20240320092013,44.19,140.01
20240320093013,46.23,142.49
20240320094013,48.24,144.97
20240320095013,50.19,147.44
20240320100013,52.1,149.92
20240320101013,53.94,152.39
20240320102013,55.71,154.87
20240320103013,57.4,157.35
20240320104013,58.99,159.82
20240320105013,60.46,162.3
20240320110013,61.81,164.77
20240320111013,63.0,167.25
20240320112013,64.02,169.72
20240320113013,64.85,172.2
20240320114013,65.47,174.68
20240320115013,65.85,177.15
20240320120013,66.0,179.63
20240320121013,65.9,182.1
20240320122013,65.56,184.58
20240320123013,64.99,187.06
20240320124013,64.2,189.53
20240320125013,63.22,192.01
20240320130013,62.06,194.48
20240320131013,60.74,196.96
20240320132013,59.29,199.44
20240320133013,57.72,201.91
20240320134013,56.05,204.39
20240320135013,54.3,206.86
20240320140013,52.47,209.34
20240320141013,50.58,211.82
20240320142013,48.63,214.29
20240320143013,46.64,216.77
20240320144013,44.6,219.24
20240320145013,42.53,221.72
20240320150013,40.43,224.2
20240320151013,38.31,226.67
20240320152013,36.16,229.15
20240320153013,33.99,231.62
20240320154013,31.8,234.1
20240320155013,29.6,236.57
20240320160013,27.38,239.05
20240320161013,25.15,241.53
20240320162013,22.91,244.0
20240320163013,20.66,246.48
20240320164013,18.4,248.95
20240320165013,16.14,251.43
20240320170013,13.87,253.91
20240320171013,11.6,256.38
20240320172013,9.32,258.86
20240320173013,7.04,261.33
20240320174013,4.76,263.81
20240320175013,2.47,266.29
20240320180013,0.19,268.76
20240321060013,-0.27,89.75
20240321061013,2.02,92.25
20240321062013,4.3,94.75
20240321063013,6.58,97.25
20240321064013,8.87,99.75
20240321065013,11.14,102.25
20240321070013,13.42,104.75
20240321071013,15.69,107.25
20240321072013,17.95,109.75
20240321073013,20.21,112.25
20240321074013,22.46,114.75
20240321075013,24.7,117.25
20240321080013,26.93,119.75
20240321081013,29.15,122.25
20240321082013,31.36,124.75
20240321083013,33.55,127.25
20240321084013,35.73,129.75
20240321085013,37.88,132.25
20240321090013,40.01,134.75
20240321091013,42.12,137.25
20240321092013,44.19,139.75
20240321093013,46.23,142.25
20240321094013,48.24,144.75
20240321095013,50.19,147.25
20240321100013,52.1,149.75
20240321101013,53.94,152.25
20240321102013,55.71,154.75
20240321103013,57.4,157.25
20240321104013,58.99,159.75
20240321105013,60.46,162.25
20240321110013,61.81,164.75
20240321111013,63.0,167.25
20240321112013,64.02,169.75
20240321113013,64.85,172.25
20240321114013,65.47,174.75
20240321115013,65.85,177.25
20240321120013,66.0,179.75
20240321121013,65.9,182.25
20240321122013,65.56,184.75
20240321123013,64.99,187.25
20240321124013,64.2,189.75
20240321125013,63.22,192.25
20240321130013,62.06,194.75
20240321131013,60.74,197.25
20240321132013,59.29,199.75
20240321133013,57.72,202.25
20240321134013,56.05,204.75
20240321135013,54.3,207.25
20240321140013,52.47,209.75
20240321141013,50.58,212.25
20240321142013,48.63,214.75
20240321143013,46.64,217.25
20240321144013,44.6,219.75
20240321145013,42.53,222.25
20240321150013,40.43,224.75
20240321151013,38.31,227.25
20240321152013,36.16,229.75
20240321153013,33.99,232.25
20240321154013,31.8,234.75
20240321155013,29.6,237.25
20240321160013,27.38,239.75
20240321161013,25.15,242.25
20240321162013,22.91,244.75
20240321163013,20.66,247.25
20240321164013,18.4,249.75
20240321165013,16.14,252.25
20240321170013,13.87,254.75
20240321171013,11.6,257.25
20240321172013,9.32,259.75
20240321173013,7.04,262.25
20240321174013,4.76,264.75
20240321175013,2.47,267.25
20240321180013,0.19,269.75
20240322060013,0.36,90.0
20240322061013,2.65,92.49
20240322062013,4.93,94.98
20240322063013,7.22,97.48
20240322064013,9.5,99.97
20240322065013,11.78,102.46
20240322070013,14.06,104.96
20240322071013,16.33,107.45
20240322072013,18.6,109.94
20240322073013,20.87,112.44
20240322074013,23.12,114.93
20240322075013,25.37,117.42
20240322080013,27.61,119.92
20240322081013,29.84,122.41
20240322082013,32.05,124.9
20240322083013,34.25,127.39
20240322084013,36.44,129.89
20240322085013,38.6,132.38
20240322090013,40.75,134.87
20240322091013,42.87,137.37
20240322092013,44.96,139.86
20240322093013,47.02,142.35
20240322094013,49.04,144.85
20240322095013,51.02,147.34
20240322100013,52.94,149.83
20240322101013,54.81,152.33
20240322102013,56.6,154.82
20240322103013,58.31,157.31
20240322104013,59.93,159.81
20240322105013,61.43,162.3
20240322110013,62.79,164.79
20240322111013,64.01,167.28
20240322112013,65.04,169.78
20240322113013,65.88,172.27
20240322114013,66.5,174.76
20240322115013,66.87,177.26
20240322120013,67.0,179.75
20240322121013,66.87,182.24
20240322122013,66.5,184.74
20240322123013,65.88,187.23
20240322124013,65.04,189.72
20240322125013,64.01,192.22
20240322130013,62.79,194.71
20240322131013,61.43,197.2
20240322132013,59.93,199.7
20240322133013,58.31,202.19
20240322134013,56.6,204.68
20240322135013,54.81,207.18
20240322140013,52.94,209.67
20240322141013,51.02,212.16
20240322142013,49.04,214.65
20240322143013,47.02,217.15
20240322144013,44.96,219.64
20240322145013,42.87,222.13
20240322150013,40.75,224.63
20240322151013,38.6,227.12
20240322152013,36.44,229.61
20240322153013,34.25,232.11
20240322154013,32.05,234.6
20240322155013,29.84,237.09
20240322160013,27.61,239.59
20240322161013,25.37,242.08
20240322162013,23.12,244.57
20240322163013,20.87,247.07
20240322164013,18.6,249.56
20240322165013,16.33,252.05
20240322170013,14.06,254.55
20240322171013,11.78,257.04
20240322172013,9.5,259.53
20240322173013,7.22,262.02
20240322174013,4.93,264.52
20240322175013,2.65,267.01
20240322180013,0.36,269.5
20240323060013,0.36,89.26
20240323061013,2.65,91.78
20240323062013,4.93,94.29
20240323063013,7.22,96.81
20240323064013,9.5,99.33
20240323065013,11.78,101.84
20240323070013,14.06,104.36
20240323071013,16.33,106.88
20240323072013,18.6,109.4
20240323073013,20.87,111.91
20240323074013,23.12,114.43
20240323075013,25.37,116.95
20240323080013,27.61,119.46
20240323081013,29.84,121.98
20240323082013,32.05,124.5
20240323083013,34.25,127.02
20240323084013,36.44,129.53
20240323085013,38.6,132.05
20240323090013,40.75,134.57
20240323091013,42.87,137.08
20240323092013,44.96,139.6
20240323093013,47.02,142.12
20240323094013,49.04,144.63
20240323095013,51.02,147.15
20240323100013,52.94,149.67
20240323101013,54.81,152.19
20240323102013,56.6,154.7
20240323103013,58.31,157.22
20240323104013,59.93,159.74
20240323105013,61.43,162.25
20240323110013,62.79,164.77
20240323111013,64.01,167.29
20240323112013,65.04,169.81
20240323113013,65.88,172.32
20240323114013,66.5,174.84
20240323115013,66.87,177.36
20240323120013,67.0,179.87
20240323121013,66.87,182.39
20240323122013,66.5,184.91
20240323123013,65.88,187.43
20240323124013,65.04,189.94
20240323125013,64.01,192.46
20240323130013,62.79,194.98
20240323131013,61.43,197.49
20240323132013,59.93,200.01
20240323133013,58.31,202.53
20240323134013,56.6,205.05
20240323135013,54.81,207.56
20240323140013,52.94,210.08
20240323141013,51.02,212.6
20240323142013,49.04,215.11
20240323143013,47.02,217.63
20240323144013,44.96,220.15
20240323145013,42.87,222.66
20240323150013,40.75,225.18
20240323151013,38.6,227.7
20240323152013,36.44,230.22
20240323153013,34.25,232.73
20240323154013,32.05,235.25
20240323155013,29.84,237.77
20240323160013,27.61,240.28
20240323161013,25.37,242.8
20240323162013,23.12,245.32
20240323163013,20.87,247.84
20240323164013,18.6,250.35
20240323165013,16.33,252.87
20240323170013,14.06,255.39
20240323171013,11.78,257.9
20240323172013,9.5,260.42
20240323173013,7.22,262.94
20240323174013,4.93,265.46
20240323175013,2.65,267.97
20240323180013,0.36,270.49
20240324060013,0.77,89.51
20240324061013,3.05,92.02
20240324062013,5.34,94.54
20240324063013,7.62,97.05
20240324064013,9.91,99.56
20240324065013,12.19,102.08
20240324070013,14.47,104.59
20240324071013,16.75,107.1
20240324072013,19.02,109.62
20240324073013,21.29,112.13
20240324074013,23.55,114.64
20240324075013,25.81,117.16
20240324080013,28.05,119.67
20240324081013,30.29,122.19
20240324082013,32.52,124.7
20240324083013,34.73,127.21
20240324084013,36.93,129.73
20240324085013,39.11,132.24
20240324090013,41.27,134.75
20240324091013,43.4,137.27
20240324092013,45.51,139.78
20240324093013,47.59,142.3
20240324094013,49.63,144.81
20240324095013,51.64,147.32
20240324100013,53.59,149.84
20240324101013,55.48,152.35
20240324102013,57.31,154.86
20240324103013,59.05,157.38
20240324104013,60.7,159.89
20240324105013,62.24,162.4
20240324110013,63.64,164.92
20240324111013,64.89,167.43
20240324112013,65.97,169.95
20240324113013,66.83,172.46
20240324114013,67.47,174.97
20240324115013,67.87,177.49
20240324120013,68.0,180.0
20240324121013,67.87,182.51
20240324122013,67.47,185.03
20240324123013,66.83,187.54
20240324124013,65.97,190.05
20240324125013,64.89,192.57
20240324130013,63.64,195.08
20240324131013,62.24,197.6
20240324132013,60.7,200.11
20240324133013,59.05,202.62
20240324134013,57.31,205.14
20240324135013,55.48,207.65
20240324140013,53.59,210.16
20240324141013,51.64,212.68
20240324142013,49.63,215.19
20240324143013,47.59,217.7
20240324144013,45.51,220.22
20240324145013,43.4,222.73
20240324150013,41.27,225.25
20240324151013,39.11,227.76
20240324152013,36.93,230.27
20240324153013,34.73,232.79
20240324154013,32.52,235.3
20240324155013,30.29,237.81
20240324160013,28.05,240.33
20240324161013,25.81,242.84
20240324162013,23.55,245.36
20240324163013,21.29,247.87
20240324164013,19.02,250.38
20240324165013,16.75,252.9
20240324170013,14.47,255.41
20240324171013,12.19,257.92
20240324172013,9.91,260.44
20240324173013,7.62,262.95
20240324174013,5.34,265.46
20240324175013,3.05,267.98
20240324180013,0.77,270.49
20240325060013,1.0,89.76
20240325061013,3.28,92.28
20240325062013,5.57,94.81
20240325063013,7.85,97.33
20240325064013,10.14,99.85
20240325065013,12.42,102.37
20240325070013,14.7,104.89
20240325071013,16.98,107.41
20240325072013,19.25,109.93
20240325073013,21.52,112.45
20240325074013,23.78,114.97
20240325075013,26.03,117.49
20240325080013,28.28,120.01
20240325081013,30.51,122.53
20240325082013,32.74,125.05
20240325083013,34.95,127.57
20240325084013,37.14,130.09
20240325085013,39.32,132.61
20240325090013,41.48,135.13
20240325091013,43.61,137.65
20240325092013,45.72,140.17
20240325093013,47.8,142.69
20240325094013,49.84,145.21
20240325095013,51.83,147.73
20240325100013,53.78,150.25
20240325101013,55.67,152.78
20240325102013,57.48,155.3
20240325103013,59.22,157.82
20240325104013,60.86,160.34
20240325105013,62.39,162.86
20240325110013,63.78,165.38
20240325111013,65.01,167.9
20240325112013,66.06,170.42
20240325113013,66.91,172.94
20240325114013,67.52,175.46
20240325115013,67.89,177.98
20240325120013,68.0,180.5
20240325121013,67.84,183.02
20240325122013,67.42,185.54
20240325123013,66.76,188.06
20240325124013,65.87,190.58
20240325125013,64.78,193.1
20240325130013,63.51,195.62
20240325131013,62.09,198.14
20240325132013,60.54,200.66
20240325133013,58.88,203.18
20240325134013,57.13,205.7
20240325135013,55.29,208.22
20240325140013,53.39,210.75
20240325141013,51.44,213.27
20240325142013,49.43,215.79
20240325143013,47.39,218.31
20240325144013,45.3,220.83
20240325145013,43.19,223.35
20240325150013,41.05,225.87
20240325151013,38.89,228.39
20240325152013,36.71,230.91
20240325153013,34.51,233.43
20240325154013,32.29,235.95
20240325155013,30.07,238.47
20240325160013,27.83,240.99
20240325161013,25.58,243.51
20240325162013,23.33,246.03
20240325163013,21.06,248.55
20240325164013,18.8,251.07
20240325165013,16.52,253.59
20240325170013,14.24,256.11
20240325171013,11.96,258.63
20240325172013,9.68,261.15
20240325173013,7.4,263.67
20240325174013,5.11,266.19
20240325175013,2.83,268.72
20240325180013,0.54,271.24
20240326060013,1.0,89.02
20240326061013,3.28,91.56
20240326062013,5.57,94.09
20240326063013,7.85,96.62
20240326064013,10.14,99.15
20240326065013,12.42,101.68
20240326070013,14.7,104.21
20240326071013,16.98,106.74
20240326072013,19.25,109.27
20240326073013,21.52,111.8
20240326074013,23.78,114.33
20240326075013,26.03,116.86
20240326080013,28.28,119.39
20240326081013,30.51,121.92
20240326082013,32.74,124.45
20240326083013,34.95,126.98
20240326084013,37.14,129.51
20240326085013,39.32,132.04
20240326090013,41.48,134.58
20240326091013,43.61,137.11
20240326092013,45.72,139.64
20240326093013,47.8,142.17
20240326094013,49.84,144.7
20240326095013,51.83,147.23
20240326100013,53.78,149.76
20240326101013,55.67,152.29
20240326102013,57.48,154.82
20240326103013,59.22,157.35
20240326104013,60.86,159.88
20240326105013,62.39,162.41
20240326110013,63.78,164.94
20240326111013,65.01,167.47
20240326112013,66.06,170.0
20240326113013,66.91,172.53
20240326114013,67.52,175.07
20240326115013,67.89,177.6
20240326120013,68.0,180.13
20240326121013,67.84,182.66
20240326122013,67.42,185.19
20240326123013,66.76,187.72
20240326124013,65.87,190.25
20240326125013,64.78,192.78
20240326130013,63.51,195.31
20240326131013,62.09,197.84
20240326132013,60.54,200.37
20240326133013,58.88,202.9
20240326134013,57.13,205.43
20240326135013,55.29,207.96
20240326140013,53.39,210.49
20240326141013,51.44,213.02
20240326142013,49.43,215.56
20240326143013,47.39,218.09
20240326144013,45.3,220.62
20240326145013,43.19,223.15
20240326150013,41.05,225.68
20240326151013,38.89,228.21
20240326152013,36.71,230.74
20240326153013,34.51,233.27
20240326154013,32.29,235.8
20240326155013,30.07,238.33
20240326160013,27.83,240.86
20240326161013,25.58,243.39
20240326162013,23.33,245.92
20240326163013,21.06,248.45
20240326164013,18.8,250.98
20240326165013,16.52,253.51
20240326170013,14.24,256.04
20240326171013,11.96,258.58
20240326172013,9.68,261.11
20240326173013,7.4,263.64
20240326174013,5.11,266.17
20240326175013,2.83,268.7
20240326180013,0.54,271.23
20240327060013,1.4,89.28
20240327061013,3.69,91.82
20240327062013,5.97,94.36
20240327063013,8.26,96.9
20240327064013,10.54,99.43
20240327065013,12.83,101.97
20240327070013,15.11,104.51
20240327071013,17.39,107.04
20240327072013,19.66,109.58
20240327073013,21.94,112.12
20240327074013,24.2,114.66
20240327075013,26.46,117.19
20240327080013,28.72,119.73
20240327081013,30.96,122.27
20240327082013,33.19,124.81
20240327083013,35.42,127.34
20240327084013,37.62,129.88
20240327085013,39.81,132.42
20240327090013,41.99,134.96
20240327091013,44.14,137.49
20240327092013,46.26,140.03
20240327093013,48.36,142.57
20240327094013,50.42,145.1
20240327095013,52.44,147.64
20240327100013,54.41,150.18
20240327101013,56.33,152.72
20240327102013,58.18,155.25
20240327103013,59.95,157.79
20240327104013,61.63,160.33
20240327105013,63.19,162.87
20240327110013,64.62,165.4
20240327111013,65.89,167.94
20240327112013,66.98,170.48
20240327113013,67.86,173.01
20240327114013,68.5,175.55
20240327115013,68.89,178.09
20240327120013,69.0,180.63
20240327121013,68.83,183.16
20240327122013,68.4,185.7
20240327123013,67.7,188.24
20240327124013,66.78,190.78
20240327125013,65.65,193.31
20240327130013,64.35,195.85
20240327131013,62.89,198.39
20240327132013,61.3,200.93
20240327133013,59.6,203.46
20240327134013,57.82,206.0
20240327135013,55.95,208.54
20240327140013,54.02,211.07
20240327141013,52.04,213.61
20240327142013,50.01,216.15
20240327143013,47.94,218.69
20240327144013,45.84,221.22
20240327145013,43.71,223.76
20240327150013,41.55,226.3
20240327151013,39.38,228.84
20240327152013,37.18,231.37
20240327153013,34.97,233.91
20240327154013,32.75,236.45
20240327155013,30.51,238.99
20240327160013,28.27,241.52
20240327161013,26.01,244.06
20240327162013,23.75,246.6
20240327163013,21.48,249.13
20240327164013,19.21,251.67
20240327165013,16.93,254.21
20240327170013,14.65,256.75
20240327171013,12.37,259.28
20240327172013,10.09,261.82
20240327173013,7.8,264.36
20240327174013,5.51,266.9
20240327175013,3.23,269.43
20240327180013,0.95,271.97
20240328055013,-0.88,86.0
20240328060013,1.4,88.55
20240328061013,3.69,91.09
20240328062013,5.97,93.64
20240328063013,8.26,96.19
20240328064013,10.54,98.74
20240328065013,12.83,101.28
20240328070013,15.11,103.83
20240328071013,17.39,106.38
20240328072013,19.66,108.93
20240328073013,21.94,111.47
20240328074013,24.2,114.02
20240328075013,26.46,116.57
20240328080013,28.72,119.12
20240328081013,30.96,121.66
20240328082013,33.19,124.21
20240328083013,35.42,126.76
20240328084013,37.62,129.31
20240328085013,39.81,131.85
20240328090013,41.99,134.4
20240328091013,44.14,136.95
20240328092013,46.26,139.5
20240328093013,48.36,142.04
20240328094013,50.42,144.59
20240328095013,52.44,147.14
20240328100013,54.41,149.69
20240328101013,56.33,152.23
20240328102013,58.18,154.78
20240328103013,59.95,157.33
20240328104013,61.63,159.88
20240328105013,63.19,162.42
20240328110013,64.62,164.97
20240328111013,65.89,167.52
20240328112013,66.98,170.07
20240328113013,67.86,172.61
20240328114013,68.5,175.16
20240328115013,68.89,177.71
20240328120013,69.0,180.25
20240328121013,68.83,182.8
20240328122013,68.4,185.35
20240328123013,67.7,187.9
20240328124013,66.78,190.44
20240328125013,65.65,192.99
20240328130013,64.35,195.54
20240328131013,62.89,198.09
20240328132013,61.3,200.63
20240328133013,59.6,203.18
20240328134013,57.82,205.73
20240328135013,55.95,208.28
20240328140013,54.02,210.82
20240328141013,52.04,213.37
20240328142013,50.01,215.92
20240328143013,47.94,218.47
20240328144013,45.84,221.01
20240328145013,43.71,223.56
20240328150013,41.55,226.11
20240328151013,39.38,228.66
20240328152013,37.18,231.2
20240328153013,34.97,233.75
20240328154013,32.75,236.3
20240328155013,30.51,238.85
20240328160013,28.27,241.39
20240328161013,26.01,243.94
20240328162013,23.75,246.49
20240328163013,21.48,249.04
20240328164013,19.21,251.58
20240328165013,16.93,254.13
20240328170013,14.65,256.68
20240328171013,12.37,259.22
20240328172013,10.09,261.77
20240328173013,7.8,264.32
20240328174013,5.51,266.87
20240328175013,3.23,269.41
20240328180013,0.95,271.96
20240329055013,-0.25,86.25
20240329060013,2.03,88.8
20240329061013,4.32,91.34
20240329062013,6.6,93.89
20240329063013,8.89,96.43
20240329064013,11.17,98.97
20240329065013,13.46,101.52
20240329070013,15.74,104.06
20240329071013,18.02,106.61
20240329072013,20.3,109.15
20240329073013,22.58,111.69
20240329074013,24.85,114.24
20240329075013,27.11,116.78
20240329080013,29.37,119.33
20240329081013,31.62,121.87
20240329082013,33.86,124.41
20240329083013,36.09,126.96
20240329084013,38.31,129.5
20240329085013,40.51,132.05
20240329090013,42.7,134.59
20240329091013,44.86,137.13
20240329092013,47.0,139.68
20240329093013,49.11,142.22
20240329094013,51.19,144.77
20240329095013,53.23,147.31
20240329100013,55.23,149.85
20240329101013,57.17,152.4
20240329102013,59.04,154.94
20240329103013,60.84,157.49
20240329104013,62.54,160.03
20240329105013,64.14,162.57
20240329110013,65.59,165.12
20240329111013,66.89,167.66
20240329112013,68.0,170.21
20240329113013,68.89,172.75
20240329114013,69.53,175.29
20240329115013,69.91,177.84
20240329120013,69.99,180.38
20240329121013,69.79,182.93
20240329122013,69.31,185.47
20240329123013,68.56,188.01
20240329124013,67.58,190.56
20240329125013,66.39,193.1
20240329130013,65.03,195.65
20240329131013,63.51,198.19
20240329132013,61.88,200.73
20240329133013,60.13,203.28
20240329134013,58.3,205.82
20240329135013,56.4,208.37
20240329140013,54.44,210.91
20240329141013,52.42,213.45
20240329142013,50.37,216.0
20240329143013,48.27,218.54
20240329144013,46.15,221.09
20240329145013,44.0,223.63
20240329150013,41.83,226.17
20240329151013,39.63,228.72
20240329152013,37.43,231.26
20240329153013,35.2,233.81
20240329154013,32.97,236.35
20240329155013,30.72,238.89
20240329160013,28.47,241.44
20240329161013,26.21,243.98
20240329162013,23.94,246.53
20240329163013,21.67,249.07
20240329164013,19.39,251.61
20240329165013,17.11,254.16
20240329170013,14.83,256.7
20240329171013,12.54,259.24
20240329172013,10.26,261.79
20240329173013,7.97,264.33
20240329174013,5.69,266.88
20240329175013,3.4,269.42
20240329180013,1.12,271.96
20240330055013,-0.25,85.51
20240330060013,2.03,88.08
20240330061013,4.32,90.64
20240330062013,6.6,93.21
20240330063013,8.89,95.77
20240330064013,11.17,98.33
20240330065013,13.46,100.9
20240330070013,15.74,103.46
20240330071013,18.02,106.03
20240330072013,20.3,108.59
20240330073013,22.58,111.15
20240330074013,24.85,113.72
20240330075013,27.11,116.28
20240330080013,29.37,118.85
20240330081013,31.62,121.41
20240330082013,33.86,123.97
20240330083013,36.09,126.54
20240330084013,38.31,129.1
20240330085013,40.51,131.67
20240330090013,42.7,134.23
20240330091013,44.86,136.79
20240330092013,47.0,139.36
20240330093013,49.11,141.92
20240330094013,51.19,144.49
20240330095013,53.23,147.05
20240330100013,55.23,149.62
20240330101013,57.17,152.18
20240330102013,59.04,154.74
20240330103013,60.84,157.31
20240330104013,62.54,159.87
20240330105013,64.14,162.44
20240330110013,65.59,165.0
20240330111013,66.89,167.56
20240330112013,68.0,170.13
20240330113013,68.89,172.69
20240330114013,69.53,175.26
20240330115013,69.91,177.82
20240330120013,69.99,180.38
20240330121013,69.79,182.95
20240330122013,69.31,185.51
20240330123013,68.56,188.08
20240330124013,67.58,190.64
20240330125013,66.39,193.21
20240330130013,65.03,195.77
20240330131013,63.51,198.33
20240330132013,61.88,200.9
20240330133013,60.13,203.46
20240330134013,58.3,206.03
20240330135013,56.4,208.59
20240330140013,54.44,211.15
20240330141013,52.42,213.72
20240330142013,50.37,216.28
20240330143013,48.27,218.85
20240330144013,46.15,221.41
20240330145013,44.0,223.97
20240330150013,41.83,226.54
20240330151013,39.63,229.1
20240330152013,37.43,231.67
20240330153013,35.2,234.23
20240330154013,32.97,236.79
20240330155013,30.72,239.36
20240330160013,28.47,241.92
20240330161013,26.21,244.49
20240330162013,23.94,247.05
20240330163013,21.67,249.62
20240330164013,19.39,252.18
20240330165013,17.11,254.74
20240330170013,14.83,257.31
20240330171013,12.54,259.87
20240330172013,10.26,262.44
20240330173013,7.97,265.0
20240330174013,5.69,267.56
20240330175013,3.4,270.13
20240330180013,1.12,272.69
20240331055013,-0.25,85.77
20240331060013,2.03,88.33
20240331061013,4.32,90.89
20240331062013,6.6,93.45
20240331063013,8.89,96.01
20240331064013,11.17,98.57
20240331065013,13.46,101.13
20240331070013,15.74,103.69
20240331071013,18.02,106.25
20240331072013,20.3,108.81
20240331073013,22.58,111.37
20240331074013,24.85,113.94
20240331075013,27.11,116.5
20240331080013,29.37,119.06
20240331081013,31.62,121.62
20240331082013,33.86,124.18
20240331083013,36.09,126.74
20240331084013,38.31,129.3
20240331085013,40.51,131.86
20240331090013,42.7,134.42
20240331091013,44.86,136.98
20240331092013,47.0,139.54
20240331093013,49.11,142.1
20240331094013,51.19,144.66
20240331095013,53.23,147.22
20240331100013,55.23,149.78
20240331101013,57.17,152.35
20240331102013,59.04,154.91
20240331103013,60.84,157.47
20240331104013,62.54,160.03
20240331105013,64.14,162.59
20240331110013,65.59,165.15
20240331111013,66.89,167.71
20240331112013,68.0,170.27
20240331113013,68.89,172.83
20240331114013,69.53,175.39
20240331115013,69.91,177.95
20240331120013,69.99,180.51
20240331121013,69.79,183.07
20240331122013,69.31,185.63
20240331123013,68.56,188.19
20240331124013,67.58,190.75
20240331125013,66.39,193.32
20240331130013,65.03,195.88
20240331131013,63.51,198.44
20240331132013,61.88,201.0
20240331133013,60.13,203.56
20240331134013,58.3,206.12
20240331135013,56.4,208.68
20240331140013,54.44,211.24
20240331141013,52.42,213.8
20240331142013,50.37,216.36
20240331143013,48.27,218.92
20240331144013,46.15,221.48
20240331145013,44.0,224.04
20240331150013,41.83,226.6
20240331151013,39.63,229.16
20240331152013,37.43,231.73
20240331153013,35.2,234.29
20240331154013,32.97,236.85
20240331155013,30.72,239.41
20240331160013,28.47,241.97
20240331161013,26.21,244.53
20240331162013,23.94,247.09
20240331163013,21.67,249.65
20240331164013,19.39,252.21
20240331165013,17.11,254.77
20240331170013,14.83,257.33
20240331171013,12.54,259.89
20240331172013,10.26,262.45
