Serial,Datetime,Date,Month,Hour,Minute,DeviceID,Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),ElevationAngle(degree),Azimuth(degree)
20240722133006,2024-07-22 13:30:00,2024-07-22,7,13,30,6,1003.18994,47.598377,25.314621,40495.164,68.77,205.47
20240722134006,2024-07-22 13:40:00,2024-07-22,7,13,40,6,1003.1884,47.56326,25.379675,40210.73,66.49,208.29
20240722135006,2024-07-22 13:50:00,2024-07-22,7,13,50,6,1003.18774,47.507576,25.481003,39903.8,64.21,211.1
20240722140006,2024-07-22 14:00:00,2024-07-22,7,14,0,6,1003.1876,47.435986,25.601315,39616.266,61.93,213.91
20240722141006,2024-07-22 14:10:00,2024-07-22,7,14,10,6,1003.1874,47.359066,25.730675,39374.59,59.65,216.73
20240722142006,2024-07-22 14:20:00,2024-07-22,7,14,20,6,1003.187,47.271923,25.869272,39128.426,57.36,219.54
20240722143006,2024-07-22 14:30:00,2024-07-22,7,14,30,6,1003.188,47.19634,25.996258,38968.344,55.08,222.36
20240722144006,2024-07-22 14:40:00,2024-07-22,7,14,40,6,1003.19025,47.13743,26.10197,38877.203,52.79,225.17
20240722145006,2024-07-22 14:50:00,2024-07-22,7,14,50,6,1003.1947,47.083,26.20122,38754.18,50.51,227.99
20240722150006,2024-07-22 15:00:00,2024-07-22,7,15,0,6,1003.2001,47.03231,26.294579,38796.316,48.23,230.8
20240722151006,2024-07-22 15:10:00,2024-07-22,7,15,10,6,1003.20593,47.0259,26.3258,38960.023,45.95,233.62
20240722152006,2024-07-22 15:20:00,2024-07-22,7,15,20,6,1003.2129,47.05773,26.298378,39294.66,43.67,236.43
20240722153006,2024-07-22 15:30:00,2024-07-22,7,15,30,6,1003.2205,47.102726,26.238386,39476.64,41.39,239.24
20240722154006,2024-07-22 15:40:00,2024-07-22,7,15,40,6,1003.2297,47.14241,26.178812,39770.52,39.12,242.06
20240722155006,2024-07-22 15:50:00,2024-07-22,7,15,50,6,1003.2385,47.211502,26.07062,40133.188,36.86,244.87
20240722160006,2024-07-22 16:00:00,2024-07-22,7,16,0,6,1003.2468,47.272865,25.974382,40513.438,34.59,247.69
20240722161006,2024-07-22 16:10:00,2024-07-22,7,16,10,6,1003.2569,47.357174,25.830557,40984.43,32.33,250.5
20240722162006,2024-07-22 16:20:00,2024-07-22,7,16,20,6,1003.2669,47.466743,25.626612,41507.93,30.08,253.32
20240722163006,2024-07-22 16:30:00,2024-07-22,7,16,30,6,1003.2759,47.589714,25.396248,42064.547,27.83,256.13
20240722164006,2024-07-22 16:40:00,2024-07-22,7,16,40,6,1003.28375,47.697086,25.192337,42517.168,25.59,258.95
20240722165006,2024-07-22 16:50:00,2024-07-22,7,16,50,6,1003.2915,47.801857,24.996344,43065.973,23.35,261.76
20240526090007,2024-05-26 09:00:00,2024-05-26,5,9,0,7,1005.10895,34.419685,57.58201,38484.758,50.51,131.83
20240526091007,2024-05-26 09:10:00,2024-05-26,5,9,10,7,1005.0852,34.418636,57.47684,38434.598,52.79,134.65
20240526092007,2024-05-26 09:20:00,2024-05-26,5,9,20,7,1005.06067,34.41583,57.37358,38446.547,55.07,137.48
20240526093007,2024-05-26 09:30:00,2024-05-26,5,9,30,7,1005.0385,34.38074,57.378445,38239.34,57.35,140.3
20240526094007,2024-05-26 09:40:00,2024-05-26,5,9,40,7,1005.0157,34.327164,57.37883,37841.78,59.64,143.13
20240526095007,2024-05-26 09:50:00,2024-05-26,5,9,50,7,1004.99243,34.278355,57.430992,37450.336,61.92,145.96
20240526100007,2024-05-26 10:00:00,2024-05-26,5,10,0,7,1004.97,34.224155,57.533516,36925.785,64.21,148.78
20240526101007,2024-05-26 10:10:00,2024-05-26,5,10,10,7,1004.94855,34.15273,57.70869,36311.37,66.49,151.61
20240526102007,2024-05-26 10:20:00,2024-05-26,5,10,20,7,1004.9281,34.07685,57.941216,35746.043,68.78,154.43
20240526103007,2024-05-26 10:30:00,2024-05-26,5,10,30,7,1004.90765,34.001213,58.209473,35069.312,71.06,157.26
20240526104007,2024-05-26 10:40:00,2024-05-26,5,10,40,7,1004.8878,33.903217,58.556282,34260.363,73.33,160.08
20240526105007,2024-05-26 10:50:00,2024-05-26,5,10,50,7,1004.86896,33.78599,58.98433,33339.44,75.59,162.91
20240526110007,2024-05-26 11:00:00,2024-05-26,5,11,0,7,1004.8504,33.64851,59.461506,32375.182,77.84,165.73
20240526111007,2024-05-26 11:10:00,2024-05-26,5,11,10,7,1004.8278,33.514233,59.84916,31442.434,80.06,168.56
20240526112007,2024-05-26 11:20:00,2024-05-26,5,11,20,7,1004.8069,33.358776,60.304684,30451.822,82.23,171.38
20240526113007,2024-05-26 11:30:00,2024-05-26,5,11,30,7,1004.7876,33.197086,60.7772,29540.2,84.29,174.21
20240526114007,2024-05-26 11:40:00,2024-05-26,5,11,40,7,1004.7704,33.04836,61.249474,28928.205,86.07,177.03
20240526115007,2024-05-26 11:50:00,2024-05-26,5,11,50,7,1004.755,32.90995,61.693756,28476.582,86.99,179.86
20240526120007,2024-05-26 12:00:00,2024-05-26,5,12,0,7,1004.73987,32.789032,62.119167,28107.686,86.35,182.68
20240526121007,2024-05-26 12:10:00,2024-05-26,5,12,10,7,1004.72504,32.681095,62.52036,27629.676,84.68,185.51
20240526122007,2024-05-26 12:20:00,2024-05-26,5,12,20,7,1004.71155,32.5807,62.905823,27160.285,82.66,188.33
20240526123007,2024-05-26 12:30:00,2024-05-26,5,12,30,7,1004.69916,32.490547,63.277737,26853.156,80.5,191.16
20240526124007,2024-05-26 12:40:00,2024-05-26,5,12,40,7,1004.68823,32.403767,63.64494,26428.781,78.29,193.99
20240526125007,2024-05-26 12:50:00,2024-05-26,5,12,50,7,1004.6784,32.31493,64.01984,26029.129,76.04,196.81
20240526130007,2024-05-26 13:00:00,2024-05-26,5,13,0,7,1004.6701,32.233906,64.37717,25627.342,73.78,199.64
20240526131007,2024-05-26 13:10:00,2024-05-26,5,13,10,7,1004.66376,32.160282,64.71544,25203.03,71.51,202.46
20240526132007,2024-05-26 13:20:00,2024-05-26,5,13,20,7,1004.6598,32.085827,65.06201,24787.285,69.23,205.29
20240526133007,2024-05-26 13:30:00,2024-05-26,5,13,30,7,1004.6574,32.00299,65.4243,24476.605,66.95,208.11
20240526134007,2024-05-26 13:40:00,2024-05-26,5,13,40,7,1004.6558,31.923512,65.78426,24286.525,64.67,210.94
20240526135007,2024-05-26 13:50:00,2024-05-26,5,13,50,7,1004.65533,31.866167,66.06198,24200.309,62.38,213.76
20240526140007,2024-05-26 14:00:00,2024-05-26,5,14,0,7,1004.656,31.835255,66.22973,24131.428,60.1,216.59
20240526141007,2024-05-26 14:10:00,2024-05-26,5,14,10,7,1004.65753,31.81699,66.3696,24220.35,57.81,219.41
20240526142007,2024-05-26 14:20:00,2024-05-26,5,14,20,7,1004.659,31.817135,66.45234,24385.203,55.53,222.24
20240526143007,2024-05-26 14:30:00,2024-05-26,5,14,30,7,1004.66125,31.831741,66.45218,24550.15,53.24,225.06
20240526144007,2024-05-26 14:40:00,2024-05-26,5,14,40,7,1004.66425,31.862154,66.37002,24702.42,50.96,227.89
20240526145007,2024-05-26 14:50:00,2024-05-26,5,14,50,7,1004.66766,31.90649,66.21939,24840.17,48.69,230.71
20240526150007,2024-05-26 15:00:00,2024-05-26,5,15,0,7,1004.67145,31.957542,66.0208,25062.607,46.41,233.54
20240526151007,2024-05-26 15:10:00,2024-05-26,5,15,10,7,1004.676,32.01524,65.78481,25300.283,44.14,236.36
20240526152007,2024-05-26 15:20:00,2024-05-26,5,15,20,7,1004.68066,32.071976,65.54825,25531.162,41.87,239.19
20240526153007,2024-05-26 15:30:00,2024-05-26,5,15,30,7,1004.6868,32.129517,65.316,25747.57,39.6,242.01
20240526154007,2024-05-26 15:40:00,2024-05-26,5,15,40,7,1004.69507,32.179756,65.08879,25992.357,37.34,244.84
20240526155007,2024-05-26 15:50:00,2024-05-26,5,15,50,7,1004.70483,32.227207,64.88952,26276.531,35.09,247.67
20240526160007,2024-05-26 16:00:00,2024-05-26,5,16,0,7,1004.7159,32.278816,64.681175,26586.93,32.83,250.49
20240526161007,2024-05-26 16:10:00,2024-05-26,5,16,10,7,1004.7277,32.338753,64.44982,26938.096,30.59,253.32
20240526162007,2024-05-26 16:20:00,2024-05-26,5,16,20,7,1004.7406,32.41235,64.16632,27317.715,28.35,256.14
20240526163007,2024-05-26 16:30:00,2024-05-26,5,16,30,7,1004.7535,32.499317,63.840076,27755.758,26.11,258.97
20240526164007,2024-05-26 16:40:00,2024-05-26,5,16,40,7,1004.76404,32.599384,63.45333,28213.35,23.89,261.79
20240526165007,2024-05-26 16:50:00,2024-05-26,5,16,50,7,1004.7716,32.712914,63.00765,28673.396,21.67,264.62
20240612090007,2024-06-12 09:00:00,2024-06-12,6,9,0,7,1001.76044,35.07809,58.320347,37004.508,50.45,130.61
20240612091007,2024-06-12 09:10:00,2024-06-12,6,9,10,7,1001.7222,35.071106,58.17341,37028.3,52.72,133.46
20240612092007,2024-06-12 09:20:00,2024-06-12,6,9,20,7,1001.6847,35.076546,58.011467,37013.445,54.99,136.3
20240612093007,2024-06-12 09:30:00,2024-06-12,6,9,30,7,1001.64795,35.05724,57.910458,36902.8,57.26,139.15
20240612094007,2024-06-12 09:40:00,2024-06-12,6,9,40,7,1001.61255,35.025375,57.914978,36445.82,59.54,142.0
20240612095007,2024-06-12 09:50:00,2024-06-12,6,9,50,7,1001.5759,34.94118,58.092514,35693.246,61.82,144.84
20240612100007,2024-06-12 10:00:00,2024-06-12,6,10,0,7,1001.53815,34.856415,58.333122,35092.176,64.1,147.69
20240612101007,2024-06-12 10:10:00,2024-06-12,6,10,10,7,1001.5034,34.760227,58.621174,34227.38,66.38,150.54
20240612102007,2024-06-12 10:20:00,2024-06-12,6,10,20,7,1001.4703,34.649467,58.98217,33327.695,68.66,153.38
20240612103007,2024-06-12 10:30:00,2024-06-12,6,10,30,7,1001.4386,34.510292,59.40895,32402.246,70.95,156.23
20240612104007,2024-06-12 10:40:00,2024-06-12,6,10,40,7,1001.4068,34.394394,59.801014,31948.984,73.23,159.08
20240612105007,2024-06-12 10:50:00,2024-06-12,6,10,50,7,1001.3759,34.29268,60.163116,31416.844,75.52,161.92
20240612110007,2024-06-12 11:00:00,2024-06-12,6,11,0,7,1001.34534,34.205307,60.496376,30717.482,77.8,164.77
20240612111007,2024-06-12 11:10:00,2024-06-12,6,11,10,7,1001.31476,34.10472,60.874912,29748.822,80.09,167.62
20240612112007,2024-06-12 11:20:00,2024-06-12,6,11,20,7,1001.28394,33.98614,61.289944,28996.879,82.36,170.46
20240612113007,2024-06-12 11:30:00,2024-06-12,6,11,30,7,1001.25385,33.877033,61.684803,28185.58,84.63,173.31
20240612114007,2024-06-12 11:40:00,2024-06-12,6,11,40,7,1001.2269,33.74815,62.11893,27217.28,86.85,176.16
20240612115007,2024-06-12 11:50:00,2024-06-12,6,11,50,7,1001.2026,33.62103,62.547592,26517.666,88.79,179.0
20240612120007,2024-06-12 12:00:00,2024-06-12,6,12,0,7,1001.1811,33.496883,62.985943,25861.273,88.11,181.85
20240612121007,2024-06-12 12:10:00,2024-06-12,6,12,10,7,1001.16077,33.392445,63.37829,25496.625,85.97,184.7
20240612122007,2024-06-12 12:20:00,2024-06-12,6,12,20,7,1001.1423,33.278954,63.7827,24699.004,83.73,187.54
20240612123007,2024-06-12 12:30:00,2024-06-12,6,12,30,7,1001.1256,33.153515,64.22442,24320.348,81.45,190.39
20240612124007,2024-06-12 12:40:00,2024-06-12,6,12,40,7,1001.1134,33.07119,64.57045,24264.37,79.17,193.24
20240612125007,2024-06-12 12:50:00,2024-06-12,6,12,50,7,1001.1028,33.01059,64.849525,24038.941,76.89,196.08
20240612130007,2024-06-12 13:00:00,2024-06-12,6,13,0,7,1001.0955,32.94529,65.14524,23731.326,74.6,198.93
20240612131007,2024-06-12 13:10:00,2024-06-12,6,13,10,7,1001.0905,32.88415,65.44493,23417.656,72.32,201.78
20240612132007,2024-06-12 13:20:00,2024-06-12,6,13,20,7,1001.08636,32.812466,65.78201,23087.715,70.03,204.62
20240612133007,2024-06-12 13:30:00,2024-06-12,6,13,30,7,1001.08295,32.74158,66.1156,22845.213,67.75,207.47
20240612134007,2024-06-12 13:40:00,2024-06-12,6,13,40,7,1001.0809,32.683907,66.41311,22752.166,65.47,210.32
20240612135007,2024-06-12 13:50:00,2024-06-12,6,13,50,7,1001.0795,32.656902,66.611404,22803.906,63.18,213.16
20240612140007,2024-06-12 14:00:00,2024-06-12,6,14,0,7,1001.07855,32.63861,66.76831,22905.906,60.9,216.01
20240612141007,2024-06-12 14:10:00,2024-06-12,6,14,10,7,1001.0781,32.635666,66.864105,23087.61,58.63,218.86
20240612142007,2024-06-12 14:20:00,2024-06-12,6,14,20,7,1001.07904,32.637344,66.93961,23219.154,56.35,221.7
20240612143007,2024-06-12 14:30:00,2024-06-12,6,14,30,7,1001.081,32.63781,67.02689,23384.084,54.08,224.55
20240612144007,2024-06-12 14:40:00,2024-06-12,6,14,40,7,1001.0834,32.635265,67.13433,23576.014,51.81,227.4
20240612145007,2024-06-12 14:50:00,2024-06-12,6,14,50,7,1001.08734,32.629436,67.256714,23717.088,49.55,230.24
20240612150007,2024-06-12 15:00:00,2024-06-12,6,15,0,7,1001.09265,32.630257,67.33737,23910.797,47.28,233.09
20240612151007,2024-06-12 15:10:00,2024-06-12,6,15,10,7,1001.10254,32.648285,67.33076,24154.21,45.02,235.94
20240612152007,2024-06-12 15:20:00,2024-06-12,6,15,20,7,1001.113,32.700123,67.14171,24457.809,42.77,238.78
20240612153007,2024-06-12 15:30:00,2024-06-12,6,15,30,7,1001.1226,32.765125,66.89893,24772.121,40.52,241.63
20240612154007,2024-06-12 15:40:00,2024-06-12,6,15,40,7,1001.13434,32.832108,66.632866,25053.693,38.27,244.48
20240612155007,2024-06-12 15:50:00,2024-06-12,6,15,50,7,1001.14734,32.9009,66.25522,25261.979,36.03,247.32
20240612160007,2024-06-12 16:00:00,2024-06-12,6,16,0,7,1001.1614,32.979774,65.868034,25487.994,33.8,250.17
20240612161007,2024-06-12 16:10:00,2024-06-12,6,16,10,7,1001.17566,33.06196,65.47778,25794.162,31.57,253.02
20240612162007,2024-06-12 16:20:00,2024-06-12,6,16,20,7,1001.1899,33.150124,65.07972,26115.543,29.35,255.86
20240612163007,2024-06-12 16:30:00,2024-06-12,6,16,30,7,1001.20526,33.238876,64.67753,26449.643,27.13,258.71
20240612164007,2024-06-12 16:40:00,2024-06-12,6,16,40,7,1001.2204,33.328957,64.27841,26801.46,24.92,261.56
20240612165007,2024-06-12 16:50:00,2024-06-12,6,16,50,7,1001.2357,33.423725,63.85921,27171.742,22.72,264.4
20240615090007,2024-06-15 09:00:00,2024-06-15,6,9,0,7,999.2388,38.425835,45.77722,43281.055,50.22,130.53
20240615091007,2024-06-15 09:10:00,2024-06-15,6,9,10,7,999.19995,38.56526,45.30529,43786.223,52.49,133.37
20240615092007,2024-06-15 09:20:00,2024-06-15,6,9,20,7,999.1612,38.707035,44.802135,44191.37,54.76,136.22
20240615093007,2024-06-15 09:30:00,2024-06-15,6,9,30,7,999.1242,38.840656,44.35489,44477.527,57.03,139.06
20240615094007,2024-06-15 09:40:00,2024-06-15,6,9,40,7,999.0907,38.941643,44.02749,44591.43,59.31,141.9
20240615095007,2024-06-15 09:50:00,2024-06-15,6,9,50,7,999.0594,39.020565,43.80973,44786.06,61.59,144.75
20240615100007,2024-06-15 10:00:00,2024-06-15,6,10,0,7,999.0305,39.092106,43.62007,44984.08,63.87,147.59
20240615101007,2024-06-15 10:10:00,2024-06-15,6,10,10,7,999.0047,39.14715,43.46681,45088.68,66.15,150.43
20240615102007,2024-06-15 10:20:00,2024-06-15,6,10,20,7,998.9803,39.173615,43.40223,44949.676,68.43,153.27
20240615103007,2024-06-15 10:30:00,2024-06-15,6,10,30,7,998.95776,39.14397,43.47186,44420.336,70.72,156.12
20240615104007,2024-06-15 10:40:00,2024-06-15,6,10,40,7,998.9357,39.082455,43.628216,44122.16,73.0,158.96
20240615105007,2024-06-15 10:50:00,2024-06-15,6,10,50,7,998.9146,39.02577,43.78797,44008.24,75.29,161.8
20240615110007,2024-06-15 11:00:00,2024-06-15,6,11,0,7,998.89606,38.95943,43.97168,43781.457,77.57,164.65
20240615111007,2024-06-15 11:10:00,2024-06-15,6,11,10,7,998.8798,38.88352,44.179768,43219.04,79.86,167.49
20240615112007,2024-06-15 11:20:00,2024-06-15,6,11,20,7,998.8642,38.79206,44.42136,42700.6,82.14,170.33
20240615113007,2024-06-15 11:30:00,2024-06-15,6,11,30,7,998.8495,38.712105,44.641598,42238.38,84.4,173.18
20240615114007,2024-06-15 11:40:00,2024-06-15,6,11,40,7,998.837,38.619026,44.882812,41507.402,86.64,176.02
20240615115007,2024-06-15 11:50:00,2024-06-15,6,11,50,7,998.8253,38.506226,45.14294,40862.668,88.64,178.86
20240615120007,2024-06-15 12:00:00,2024-06-15,6,12,0,7,998.81616,38.392952,45.408627,40306.76,88.3,181.71
20240615121007,2024-06-15 12:10:00,2024-06-15,6,12,10,7,998.8067,38.290096,45.66193,39726.87,86.2,184.55
20240615122007,2024-06-15 12:20:00,2024-06-15,6,12,20,7,998.798,38.199406,45.8744,39107.926,83.95,187.39
20240615123007,2024-06-15 12:30:00,2024-06-15,6,12,30,7,998.79083,38.124462,46.068245,38609.277,81.68,190.24
20240615124007,2024-06-15 12:40:00,2024-06-15,6,12,40,7,998.78577,38.05289,46.264248,37980.65,79.4,193.08
20240615125007,2024-06-15 12:50:00,2024-06-15,6,12,50,7,998.7822,37.98441,46.458504,37369.6,77.12,195.92
20240615130007,2024-06-15 13:00:00,2024-06-15,6,13,0,7,998.77997,37.912624,46.67229,36750.723,74.83,198.76
20240615131007,2024-06-15 13:10:00,2024-06-15,6,13,10,7,998.7803,37.840595,46.892063,36040.5,72.55,201.61
20240615132007,2024-06-15 13:20:00,2024-06-15,6,13,20,7,998.7807,37.769287,47.11683,35438.926,70.26,204.45
20240615133007,2024-06-15 13:30:00,2024-06-15,6,13,30,7,998.7809,37.67573,47.37155,34808.16,67.98,207.29
20240615134007,2024-06-15 13:40:00,2024-06-15,6,13,40,7,998.78204,37.595436,47.60846,34693.66,65.69,210.14
20240615135007,2024-06-15 13:50:00,2024-06-15,6,13,50,7,998.78326,37.556034,47.756138,34412.516,63.41,212.98
20240615140007,2024-06-15 14:00:00,2024-06-15,6,14,0,7,998.7847,37.505398,47.911472,34046.938,61.13,215.82
20240615141007,2024-06-15 14:10:00,2024-06-15,6,14,10,7,998.7856,37.46433,48.036713,33921.414,58.86,218.67
20240615142007,2024-06-15 14:20:00,2024-06-15,6,14,20,7,998.78534,37.457264,48.098866,33858.457,56.58,221.51
20240615143007,2024-06-15 14:30:00,2024-06-15,6,14,30,7,998.7855,37.455544,48.15787,33730.37,54.31,224.35
20240615144007,2024-06-15 14:40:00,2024-06-15,6,14,40,7,998.7853,37.453644,48.204144,33867.11,52.04,227.2
20240615145007,2024-06-15 14:50:00,2024-06-15,6,14,50,7,998.7855,37.459415,48.22833,34053.887,49.77,230.04
20240615150007,2024-06-15 15:00:00,2024-06-15,6,15,0,7,998.78613,37.477596,48.203293,34312.797,47.51,232.88
20240615151007,2024-06-15 15:10:00,2024-06-15,6,15,10,7,998.7896,37.505116,48.139194,34588.133,45.25,235.73
20240615152007,2024-06-15 15:20:00,2024-06-15,6,15,20,7,998.7943,37.542652,48.03369,34851.72,42.99,238.57
20240615153007,2024-06-15 15:30:00,2024-06-15,6,15,30,7,998.7987,37.586597,47.913143,35132.89,40.74,241.41
20240615154007,2024-06-15 15:40:00,2024-06-15,6,15,40,7,998.80396,37.632984,47.783417,35418.344,38.5,244.25
20240615155007,2024-06-15 15:50:00,2024-06-15,6,15,50,7,998.8106,37.679714,47.595158,35682.66,36.26,247.1
20240615160007,2024-06-15 16:00:00,2024-06-15,6,16,0,7,998.8191,37.725887,47.422417,35960.918,34.02,249.94
20240615161007,2024-06-15 16:10:00,2024-06-15,6,16,10,7,998.82855,37.77087,47.283855,36350.613,31.79,252.78
20240615162007,2024-06-15 16:20:00,2024-06-15,6,16,20,7,998.83826,37.82839,47.12491,36802.77,29.57,255.63
20240615163007,2024-06-15 16:30:00,2024-06-15,6,16,30,7,998.84766,37.899467,46.9339,37289.926,27.35,258.47
20240615164007,2024-06-15 16:40:00,2024-06-15,6,16,40,7,998.85583,37.981956,46.706966,37790.156,25.14,261.31
20240615165007,2024-06-15 16:50:00,2024-06-15,6,16,50,7,998.86414,38.07408,46.436695,38334.03,22.94,264.16
20240717090007,2024-07-17 09:00:00,2024-07-17,7,9,0,7,1002.8302,48.121582,23.869375,72453.7,48.46,129.29
20240717091007,2024-07-17 09:10:00,2024-07-17,7,9,10,7,1002.8065,48.1137,23.907696,72206.75,50.74,132.11
20240717092007,2024-07-17 09:20:00,2024-07-17,7,9,20,7,1002.78345,48.08161,23.976772,71929.05,53.02,134.94
20240717093007,2024-07-17 09:30:00,2024-07-17,7,9,30,7,1002.76105,48.03256,24.069872,71494.81,55.3,137.76
20240717094007,2024-07-17 09:40:00,2024-07-17,7,9,40,7,1002.73914,47.971237,24.181244,70951.84,57.58,140.59
20240717095007,2024-07-17 09:50:00,2024-07-17,7,9,50,7,1002.71765,47.894432,24.31227,70368.37,59.87,143.41
20240717100007,2024-07-17 10:00:00,2024-07-17,7,10,0,7,1002.69666,47.798275,24.461193,69822.86,62.15,146.24
20240717101007,2024-07-17 10:10:00,2024-07-17,7,10,10,7,1002.67596,47.684113,24.629175,69061.99,64.44,149.06
20240717102007,2024-07-17 10:20:00,2024-07-17,7,10,20,7,1002.65564,47.556488,24.814367,68262.74,66.72,151.89
20240717103007,2024-07-17 10:30:00,2024-07-17,7,10,30,7,1002.63605,47.438293,24.990458,67896.64,69.01,154.71
20240717104007,2024-07-17 10:40:00,2024-07-17,7,10,40,7,1002.61786,47.32909,25.15205,67197.41,71.28,157.54
20240717105007,2024-07-17 10:50:00,2024-07-17,7,10,50,7,1002.60034,47.203697,25.329718,66397.71,73.56,160.36
20240717110007,2024-07-17 11:00:00,2024-07-17,7,11,0,7,1002.5838,47.07223,25.516838,65633.17,75.82,163.19
20240717111007,2024-07-17 11:10:00,2024-07-17,7,11,10,7,1002.56824,46.943275,25.707897,64799.324,78.07,166.01
20240717112007,2024-07-17 11:20:00,2024-07-17,7,11,20,7,1002.5543,46.810303,25.907228,63887.906,80.28,168.84
20240717113007,2024-07-17 11:30:00,2024-07-17,7,11,30,7,1002.54175,46.6766,26.111378,63050.594,82.45,171.67
20240717114007,2024-07-17 11:40:00,2024-07-17,7,11,40,7,1002.5311,46.55249,26.31049,62304.73,84.49,174.49
20240717115007,2024-07-17 11:50:00,2024-07-17,7,11,50,7,1002.5224,46.441334,26.495,61549.73,86.21,177.32
20240717120007,2024-07-17 12:00:00,2024-07-17,7,12,0,7,1002.51514,46.334484,26.67673,60678.64,87.0,180.14
20240717121007,2024-07-17 12:10:00,2024-07-17,7,12,10,7,1002.509,46.224747,26.862745,59612.28,86.21,182.97
20240717122007,2024-07-17 12:20:00,2024-07-17,7,12,20,7,1002.5044,46.11168,27.050468,58419.457,84.49,185.79
20240717123007,2024-07-17 12:30:00,2024-07-17,7,12,30,7,1002.50116,45.995506,27.24777,57183.234,82.45,188.62
20240717124007,2024-07-17 12:40:00,2024-07-17,7,12,40,7,1002.49915,45.890327,27.436182,55944.67,80.28,191.44
20240717125007,2024-07-17 12:50:00,2024-07-17,7,12,50,7,1002.4971,45.79321,27.615519,54809.516,78.07,194.27
20240717130007,2024-07-17 13:00:00,2024-07-17,7,13,0,7,1002.4957,45.699066,27.794718,53744.207,75.82,197.09
20240717131007,2024-07-17 13:10:00,2024-07-17,7,13,10,7,1002.4943,45.61259,27.9599,52504.715,73.56,199.92
20240717132007,2024-07-17 13:20:00,2024-07-17,7,13,20,7,1002.4941,45.51056,28.141771,51360.54,71.28,202.74
20240717133007,2024-07-17 13:30:00,2024-07-17,7,13,30,7,1002.49457,45.39707,28.339518,50495.945,69.01,205.57
20240717134007,2024-07-17 13:40:00,2024-07-17,7,13,40,7,1002.49567,45.295135,28.524174,49787.492,66.72,208.39
20240717135007,2024-07-17 13:50:00,2024-07-17,7,13,50,7,1002.4971,45.220367,28.672886,49420.895,64.44,211.22
20240717140007,2024-07-17 14:00:00,2024-07-17,7,14,0,7,1002.49945,45.138416,28.834654,48988.867,62.15,214.04
20240717141007,2024-07-17 14:10:00,2024-07-17,7,14,10,7,1002.5017,45.05326,28.998709,48749.15,59.87,216.87
20240717142007,2024-07-17 14:20:00,2024-07-17,7,14,20,7,1002.5038,44.989452,29.126225,48710.25,57.58,219.7
20240717143007,2024-07-17 14:30:00,2024-07-17,7,14,30,7,1002.50745,44.92623,29.250605,48730.414,55.3,222.52
20240717144007,2024-07-17 14:40:00,2024-07-17,7,14,40,7,1002.512,44.866653,29.374533,48846.25,53.02,225.35
20240717145007,2024-07-17 14:50:00,2024-07-17,7,14,50,7,1002.5171,44.823586,29.47217,49080.582,50.74,228.17
20240717150007,2024-07-17 15:00:00,2024-07-17,7,15,0,7,1002.5228,44.80699,29.532005,49450.516,48.46,231.0
20240717151007,2024-07-17 15:10:00,2024-07-17,7,15,10,7,1002.528,44.831306,29.52638,49918.305,46.18,233.82
20240717152007,2024-07-17 15:20:00,2024-07-17,7,15,20,7,1002.5329,44.87704,29.480848,50407.89,43.91,236.65
20240717153007,2024-07-17 15:30:00,2024-07-17,7,15,30,7,1002.5381,44.934063,29.412115,50997.98,41.64,239.47
20240717154007,2024-07-17 15:40:00,2024-07-17,7,15,40,7,1002.54315,45.009438,29.305159,51620.773,39.38,242.3
20240717155007,2024-07-17 15:50:00,2024-07-17,7,15,50,7,1002.54895,45.08247,29.2016,52278.36,37.12,245.12
20240717160007,2024-07-17 16:00:00,2024-07-17,7,16,0,7,1002.55505,45.17102,29.06355,52956.23,34.86,247.95
20240717161007,2024-07-17 16:10:00,2024-07-17,7,16,10,7,1002.56024,45.290085,28.862207,53740.137,32.61,250.77
20240717162007,2024-07-17 16:20:00,2024-07-17,7,16,20,7,1002.5646,45.429253,28.609879,54557.785,30.36,253.6
20240717163007,2024-07-17 16:30:00,2024-07-17,7,16,30,7,1002.5683,45.58357,28.318918,55443.26,28.12,256.42
20240717164007,2024-07-17 16:40:00,2024-07-17,7,16,40,7,1002.5707,45.75527,27.985186,56381.066,25.89,259.25
20240717165007,2024-07-17 16:50:00,2024-07-17,7,16,50,7,1002.57153,45.947086,27.598295,57357.3,23.66,262.07
20240124090008,2024-01-24 09:00:00,2024-01-24,1,9,0,8,1016.0403,22.152876,59.54478,12817.267,27.7,141.04
20240124091008,2024-01-24 09:10:00,2024-01-24,1,9,10,8,1016.00366,22.213684,59.310005,12928.096,29.44,143.14
20240124092008,2024-01-24 09:20:00,2024-01-24,1,9,20,8,1015.96545,22.26797,59.10655,13039.015,31.13,145.24
20240124093008,2024-01-24 09:30:00,2024-01-24,1,9,30,8,1015.92487,22.31622,58.936474,13125.442,32.76,147.34
20240124094008,2024-01-24 09:40:00,2024-01-24,1,9,40,8,1015.88403,22.356516,58.8054,13196.547,34.34,149.44
20240124095008,2024-01-24 09:50:00,2024-01-24,1,9,50,8,1015.8437,22.390484,58.691933,13261.15,35.86,151.54
20240124100008,2024-01-24 10:00:00,2024-01-24,1,10,0,8,1015.8042,22.415287,58.62285,13319.107,37.3,153.64
20240124101008,2024-01-24 10:10:00,2024-01-24,1,10,10,8,1015.76575,22.436272,58.60274,13399.624,38.67,155.74
