Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW),ElevationAngle(degree),Azimuth(degree),Datetime,Date,Month,Hour,Minute,DeviceID,DeviceID_01,DeviceID_02,DeviceID_03,DeviceID_04,DeviceID_05,DeviceID_06,DeviceID_07,DeviceID_08,DeviceID_09,DeviceID_10,DeviceID_11,DeviceID_12,DeviceID_13,DeviceID_14,DeviceID_15,DeviceID_16,DeviceID_17
20240222070001,0.0,1012.19,21.59,100.0,7845.17,27.99,7.77,109.7,2024-02-22 07:00:00,2024-02-22,2,7,0,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240222071001,0.0,1012.25,23.46,100.0,14405.83,108.86,9.98,111.99,2024-02-22 07:10:00,2024-02-22,2,7,10,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240222072001,0.0,1012.29,25.57,99.03,10510.66,42.61,12.17,114.28,2024-02-22 07:20:00,2024-02-22,2,7,20,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240222073001,0.0,1012.32,24.9,93.52,14919.92,80.39,14.35,116.57,2024-02-22 07:30:00,2024-02-22,2,7,30,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240222074001,0.0,1012.38,26.34,88.61,19416.33,131.49,16.51,118.86,2024-02-22 07:40:00,2024-02-22,2,7,40,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240222075001,0.0,1012.47,28.14,79.41,26588.84,222.22,18.66,121.15,2024-02-22 07:50:00,2024-02-22,2,7,50,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240223070001,1.16,1016.82,16.42,100.0,2511.17,1.53,7.77,109.69,2024-02-23 07:00:00,2024-02-23,2,7,0,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240223071001,1.22,1016.87,16.52,100.0,3626.92,3.17,9.98,111.98,2024-02-23 07:10:00,2024-02-23,2,7,10,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240223072001,0.9,1016.91,16.66,100.0,4731.76,4.94,12.17,114.26,2024-02-23 07:20:00,2024-02-23,2,7,20,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240223073001,0.48,1017.0,16.89,100.0,5374.42,6.27,14.35,116.55,2024-02-23 07:30:00,2024-02-23,2,7,30,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240223074001,0.96,1017.08,17.1,100.0,6024.08,7.8,16.51,118.84,2024-02-23 07:40:00,2024-02-23,2,7,40,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240223075001,2.11,1017.24,17.05,100.0,6669.83,9.61,18.66,121.12,2024-02-23 07:50:00,2024-02-23,2,7,50,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240223080001,2.06,1017.37,17.0,100.0,7348.42,11.43,20.79,123.41,2024-02-23 08:00:00,2024-02-23,2,8,0,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240223081001,0.96,1017.51,17.09,100.0,7378.75,11.4,22.9,125.69,2024-02-23 08:10:00,2024-02-23,2,8,10,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240223082001,1.19,1017.58,17.43,100.0,7708.0,15.3,24.99,127.98,2024-02-23 08:20:00,2024-02-23,2,8,20,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240223083001,1.35,1017.6,17.64,100.0,10594.17,28.52,27.05,130.27,2024-02-23 08:30:00,2024-02-23,2,8,30,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240223084001,2.48,1017.65,17.81,100.0,12042.83,37.03,29.09,132.55,2024-02-23 08:40:00,2024-02-23,2,8,40,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240223085001,2.43,1017.59,17.73,100.0,14152.25,51.6,31.1,134.84,2024-02-23 08:50:00,2024-02-23,2,8,50,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240224070001,0.11,1016.42,18.25,100.0,1058.92,0.39,7.77,109.02,2024-02-24 07:00:00,2024-02-24,2,7,0,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240224071001,0.21,1016.43,18.33,100.0,1550.75,0.72,9.98,111.33,2024-02-24 07:10:00,2024-02-24,2,7,10,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240224072001,0.0,1016.48,18.5,100.0,2000.58,1.14,12.17,113.64,2024-02-24 07:20:00,2024-02-24,2,7,20,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240224073001,0.02,1016.54,18.77,100.0,3354.17,2.97,14.35,115.95,2024-02-24 07:30:00,2024-02-24,2,7,30,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240224074001,0.03,1016.66,19.04,100.0,4146.33,4.41,16.51,118.27,2024-02-24 07:40:00,2024-02-24,2,7,40,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240224075001,0.08,1016.72,19.41,100.0,6700.59,10.69,18.66,120.58,2024-02-24 07:50:00,2024-02-24,2,7,50,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240224080001,0.07,1016.77,19.89,100.0,6192.69,9.48,20.79,122.89,2024-02-24 08:00:00,2024-02-24,2,8,0,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240224081001,0.29,1016.87,20.13,100.0,8147.75,15.88,22.9,125.2,2024-02-24 08:10:00,2024-02-24,2,8,10,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240224082001,0.04,1016.92,20.67,100.0,10226.92,24.34,24.99,127.51,2024-02-24 08:20:00,2024-02-24,2,8,20,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240224083001,0.0,1016.86,21.51,100.0,14409.33,48.43,27.05,129.83,2024-02-24 08:30:00,2024-02-24,2,8,30,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240224084001,0.03,1016.88,23.17,100.0,18111.33,75.51,29.09,132.14,2024-02-24 08:40:00,2024-02-24,2,8,40,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240224085001,0.1,1016.85,24.12,100.0,16398.25,62.87,31.1,134.45,2024-02-24 08:50:00,2024-02-24,2,8,50,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240225070001,1.14,1016.15,16.5,100.0,1304.35,0.6,8.21,109.22,2024-02-25 07:00:00,2024-02-25,2,7,0,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240225071001,1.58,1016.26,16.5,100.0,1758.0,0.99,10.43,111.53,2024-02-25 07:10:00,2024-02-25,2,7,10,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240225072001,1.78,1016.29,16.5,100.0,2306.34,1.55,12.63,113.83,2024-02-25 07:20:00,2024-02-25,2,7,20,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240225073001,1.14,1016.32,16.5,100.0,2680.25,1.98,14.82,116.14,2024-02-25 07:30:00,2024-02-25,2,7,30,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240225074001,0.97,1016.46,16.63,100.0,2965.67,2.35,16.99,118.44,2024-02-25 07:40:00,2024-02-25,2,7,40,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240225075001,0.51,1016.59,16.72,100.0,2851.25,2.12,19.15,120.75,2024-02-25 07:50:00,2024-02-25,2,7,50,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240225080001,0.91,1016.74,16.8,100.0,3094.0,2.45,21.3,123.05,2024-02-25 08:00:00,2024-02-25,2,8,0,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240225081001,1.05,1016.87,16.77,100.0,2811.08,1.98,23.42,125.36,2024-02-25 08:10:00,2024-02-25,2,8,10,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240225082001,1.16,1016.96,16.7,100.0,3292.75,2.6,25.52,127.67,2024-02-25 08:20:00,2024-02-25,2,8,20,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240225083001,2.34,1017.04,16.64,100.0,3422.5,2.81,27.6,129.97,2024-02-25 08:30:00,2024-02-25,2,8,30,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240225084001,2.53,1017.12,16.5,100.0,3726.67,3.27,29.66,132.28,2024-02-25 08:40:00,2024-02-25,2,8,40,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240225085001,1.07,1017.16,16.57,100.0,4531.58,5.09,31.68,134.58,2024-02-25 08:50:00,2024-02-25,2,8,50,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240226070001,0.13,1017.63,14.64,100.0,2379.17,1.69,8.21,108.56,2024-02-26 07:00:00,2024-02-26,2,7,0,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240226071001,0.08,1017.7,14.78,100.0,3099.67,2.63,10.43,110.89,2024-02-26 07:10:00,2024-02-26,2,7,10,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240226072001,0.04,1017.79,14.9,100.0,2971.17,2.29,12.63,113.22,2024-02-26 07:20:00,2024-02-26,2,7,20,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240226073001,0.04,1017.82,15.01,100.0,4054.25,4.24,14.82,115.55,2024-02-26 07:30:00,2024-02-26,2,7,30,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240226074001,0.0,1017.96,15.25,100.0,4745.33,5.72,16.99,117.88,2024-02-26 07:40:00,2024-02-26,2,7,40,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240226075001,0.04,1018.1,15.56,100.0,5804.83,8.55,19.15,120.21,2024-02-26 07:50:00,2024-02-26,2,7,50,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240226080001,0.02,1018.21,15.55,100.0,6632.67,11.54,21.3,122.54,2024-02-26 08:00:00,2024-02-26,2,8,0,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240226081001,0.29,1018.24,15.74,100.0,8006.5,16.78,23.42,124.87,2024-02-26 08:10:00,2024-02-26,2,8,10,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240226082001,0.12,1018.31,15.93,100.0,11036.17,30.37,25.52,127.2,2024-02-26 08:20:00,2024-02-26,2,8,20,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240226083001,0.02,1018.35,16.62,100.0,12672.17,40.35,27.6,129.54,2024-02-26 08:30:00,2024-02-26,2,8,30,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240226084001,0.15,1018.4,17.31,100.0,14649.75,53.74,29.66,131.87,2024-02-26 08:40:00,2024-02-26,2,8,40,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240226085001,0.12,1018.4,17.79,100.0,13743.58,45.59,31.68,134.2,2024-02-26 08:50:00,2024-02-26,2,8,50,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240227070001,1.78,1016.45,15.6,100.0,4217.33,5.3,8.43,108.76,2024-02-27 07:00:00,2024-02-27,2,7,0,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240227071001,1.96,1016.53,15.94,100.0,5589.0,8.64,10.65,111.09,2024-02-27 07:10:00,2024-02-27,2,7,10,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240227072001,1.36,1016.58,16.26,100.0,6730.58,12.2,12.85,113.41,2024-02-27 07:20:00,2024-02-27,2,7,20,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240227073001,1.6,1016.65,16.64,100.0,8469.0,19.51,15.04,115.73,2024-02-27 07:30:00,2024-02-27,2,7,30,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240227074001,0.95,1016.7,17.09,100.0,8860.67,20.36,17.21,118.06,2024-02-27 07:40:00,2024-02-27,2,7,40,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240227075001,1.23,1016.71,17.43,100.0,10583.0,28.28,19.37,120.38,2024-02-27 07:50:00,2024-02-27,2,7,50,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240227080001,0.57,1016.68,18.01,100.0,12359.5,37.22,21.51,122.71,2024-02-27 08:00:00,2024-02-27,2,8,0,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240227081001,0.34,1016.7,18.69,100.0,14586.0,50.74,23.63,125.03,2024-02-27 08:10:00,2024-02-27,2,8,10,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240227082001,0.43,1016.79,19.22,100.0,15022.25,53.93,25.73,127.36,2024-02-27 08:20:00,2024-02-27,2,8,20,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240227083001,0.24,1016.84,19.75,100.0,16628.83,64.87,27.81,129.68,2024-02-27 08:30:00,2024-02-27,2,8,30,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240227084001,0.58,1016.89,20.45,100.0,21296.08,105.02,29.86,132.0,2024-02-27 08:40:00,2024-02-27,2,8,40,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240227085001,0.37,1016.81,21.43,100.0,22266.0,111.3,31.88,134.33,2024-02-27 08:50:00,2024-02-27,2,8,50,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240228070001,1.25,1014.82,17.87,100.0,8528.75,38.89,8.87,109.04,2024-02-28 07:00:00,2024-02-28,2,7,0,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240228071001,1.2,1014.95,18.17,100.0,9978.08,31.48,11.09,111.38,2024-02-28 07:10:00,2024-02-28,2,7,10,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240228072001,0.11,1015.0,18.28,100.0,12462.92,50.02,13.3,113.71,2024-02-28 07:20:00,2024-02-28,2,7,20,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240228073001,0.2,1015.05,19.17,100.0,19244.58,184.77,15.5,116.05,2024-02-28 07:30:00,2024-02-28,2,7,30,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240228074001,0.2,1015.06,22.95,100.0,30786.66,417.09,17.69,118.38,2024-02-28 07:40:00,2024-02-28,2,7,40,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240228075001,1.14,1014.99,25.71,100.0,34628.58,425.25,19.86,120.72,2024-02-28 07:50:00,2024-02-28,2,7,50,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240228080001,1.59,1014.99,25.97,98.8,41577.68,532.26,22.01,123.05,2024-02-28 08:00:00,2024-02-28,2,8,0,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240228081001,1.04,1015.03,26.71,89.08,46395.31,578.24,24.15,125.39,2024-02-28 08:10:00,2024-02-28,2,8,10,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240228082001,1.21,1014.89,28.27,78.46,51843.43,648.32,26.26,127.72,2024-02-28 08:20:00,2024-02-28,2,8,20,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240228083001,1.61,1014.83,29.18,69.89,61105.07,837.1,28.36,130.06,2024-02-28 08:30:00,2024-02-28,2,8,30,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240228084001,0.55,1014.66,30.64,64.51,71986.01,1068.86,30.42,132.39,2024-02-28 08:40:00,2024-02-28,2,8,40,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240228085001,0.24,1014.51,33.29,57.43,75614.66,1106.88,32.46,134.73,2024-02-28 08:50:00,2024-02-28,2,8,50,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240229080001,1.96,1011.83,22.18,100.0,15391.08,57.42,22.01,122.37,2024-02-29 08:00:00,2024-02-29,2,8,0,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240229081001,1.13,1011.79,22.64,100.0,15972.33,59.8,24.15,124.71,2024-02-29 08:10:00,2024-02-29,2,8,10,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240229082001,1.3,1011.8,23.26,100.0,18870.46,82.65,26.26,127.05,2024-02-29 08:20:00,2024-02-29,2,8,20,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240229083001,1.66,1011.85,23.61,100.0,20012.42,92.22,28.36,129.39,2024-02-29 08:30:00,2024-02-29,2,8,30,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240229084001,1.82,1011.88,24.19,100.0,23322.92,124.04,30.42,131.74,2024-02-29 08:40:00,2024-02-29,2,8,40,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240229085001,0.57,1011.87,24.88,100.0,22467.39,114.53,32.46,134.08,2024-02-29 08:50:00,2024-02-29,2,8,50,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240301070001,0.57,1015.18,14.4,100.0,1525.16,0.87,9.31,108.31,2024-03-01 07:00:00,2024-03-01,3,7,0,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240301071001,0.53,1015.29,14.4,100.0,1298.08,0.49,11.54,110.65,2024-03-01 07:10:00,2024-03-01,3,7,10,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240301072001,0.63,1015.36,14.39,100.0,2359.33,1.69,13.76,112.99,2024-03-01 07:20:00,2024-03-01,3,7,20,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240301073001,0.64,1015.48,14.4,100.0,2531.58,2.03,15.96,115.34,2024-03-01 07:30:00,2024-03-01,3,7,30,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240301074001,0.33,1015.54,14.52,100.0,2989.42,2.53,18.16,117.68,2024-03-01 07:40:00,2024-03-01,3,7,40,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240301075001,0.02,1015.57,14.71,100.0,4128.33,4.64,20.34,120.02,2024-03-01 07:50:00,2024-03-01,3,7,50,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240301080001,0.06,1015.62,15.11,100.0,5079.17,6.55,22.51,122.37,2024-03-01 08:00:00,2024-03-01,3,8,0,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240301081001,0.03,1015.72,15.37,100.0,6016.25,9.36,24.66,124.71,2024-03-01 08:10:00,2024-03-01,3,8,10,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240301082001,0.22,1015.73,15.68,100.0,7047.75,12.06,26.79,127.05,2024-03-01 08:20:00,2024-03-01,3,8,20,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240301083001,0.32,1015.77,15.59,100.0,7054.42,12.47,28.89,129.39,2024-03-01 08:30:00,2024-03-01,3,8,30,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240301084001,0.15,1015.83,15.73,100.0,7761.08,14.35,30.98,131.74,2024-03-01 08:40:00,2024-03-01,3,8,40,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240301085001,0.02,1015.82,15.89,100.0,7036.08,11.38,33.03,134.08,2024-03-01 08:50:00,2024-03-01,3,8,50,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240302070001,1.05,1016.48,13.4,100.0,3591.08,4.25,9.31,107.64,2024-03-02 07:00:00,2024-03-02,3,7,0,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240302071001,1.65,1016.24,13.78,100.0,5402.42,9.2,11.54,110.01,2024-03-02 07:10:00,2024-03-02,3,7,10,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240302072001,0.89,1016.38,13.86,100.0,2821.42,2.55,13.76,112.37,2024-03-02 07:20:00,2024-03-02,3,7,20,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240302073001,0.22,1016.45,13.71,100.0,2449.83,1.72,15.96,114.74,2024-03-02 07:30:00,2024-03-02,3,7,30,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240302074001,0.19,1016.52,13.86,100.0,6312.83,11.76,18.16,117.1,2024-03-02 07:40:00,2024-03-02,3,7,40,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240302075001,0.7,1016.79,14.1,100.0,4456.25,5.4,20.34,119.46,2024-03-02 07:50:00,2024-03-02,3,7,50,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240303070001,0.0,1014.63,14.46,100.0,2285.58,1.31,9.53,107.86,2024-03-03 07:00:00,2024-03-03,3,7,0,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240303071001,0.0,1014.67,14.72,100.0,3628.98,3.45,11.76,110.22,2024-03-03 07:10:00,2024-03-03,3,7,10,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240303072001,0.0,1014.71,15.03,100.0,4118.52,4.22,13.98,112.58,2024-03-03 07:20:00,2024-03-03,3,7,20,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240303073001,0.0,1014.71,15.32,100.0,5035.42,6.51,16.19,114.95,2024-03-03 07:30:00,2024-03-03,3,7,30,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240303074001,0.0,1014.72,15.61,100.0,4977.67,6.34,18.38,117.31,2024-03-03 07:40:00,2024-03-03,3,7,40,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240303075001,0.1,1014.84,15.6,100.0,5102.75,6.65,20.56,119.67,2024-03-03 07:50:00,2024-03-03,3,7,50,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240303080001,0.3,1014.88,15.67,100.0,5926.75,8.78,22.72,122.03,2024-03-03 08:00:00,2024-03-03,3,8,0,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240303081001,0.28,1014.85,15.84,100.0,6929.75,12.7,24.87,124.39,2024-03-03 08:10:00,2024-03-03,3,8,10,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240303082001,0.11,1024.87,16.08,100.0,9594.08,22.82,27.0,126.75,2024-03-03 08:20:00,2024-03-03,3,8,20,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240303083001,0.85,1014.97,16.44,100.0,9703.17,23.08,29.1,129.11,2024-03-03 08:30:00,2024-03-03,3,8,30,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240303084001,0.77,1015.02,16.56,100.01,9043.0,20.02,31.18,131.48,2024-03-03 08:40:00,2024-03-03,3,8,40,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240303085001,0.99,1015.02,16.77,100.0,9668.67,22.87,33.24,133.84,2024-03-03 08:50:00,2024-03-03,3,8,50,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240305080001,2.66,1004.54,31.7,66.5,44910.2,651.67,23.22,121.7,2024-03-05 08:00:00,2024-03-05,3,8,0,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240305081001,2.62,1004.36,33.2,60.5,52240.54,897.66,25.38,124.08,2024-03-05 08:10:00,2024-03-05,3,8,10,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240305082001,1.44,3004.19,34.05,55.0,57252.02,876.47,27.52,126.46,2024-03-05 08:20:00,2024-03-05,3,8,20,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240305083001,2.54,1004.18,35.36,50.84,64806.29,1006.05,29.64,128.84,2024-03-05 08:30:00,2024-03-05,3,8,30,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240305084001,3.81,1004.05,34.95,49.28,70021.53,1078.08,31.73,131.22,2024-03-05 08:40:00,2024-03-05,3,8,40,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240305085001,4.25,1003.88,34.94,48.62,76485.06,1187.46,33.8,133.6,2024-03-05 08:50:00,2024-03-05,3,8,50,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240306070001,0.0,1003.58,20.7,100.0,2970.83,2.4,10.39,107.63,2024-03-06 07:00:00,2024-03-06,3,7,0,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240306071001,0.0,1003.73,21.02,100.0,2689.5,2.0,12.64,110.0,2024-03-06 07:10:00,2024-03-06,3,7,10,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240306072001,0.0,1003.88,23.8,100.0,2903.54,2.44,14.87,112.37,2024-03-06 07:20:00,2024-03-06,3,7,20,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240306073001,0.0,1004.2,21.55,100.0,2105.0,1.33,17.1,114.75,2024-03-06 07:30:00,2024-03-06,3,7,30,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240306074001,0.0,1004.51,21.6,100.0,3269.58,9.08,19.31,117.12,2024-03-06 07:40:00,2024-03-06,3,7,40,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240306075001,0.0,1004.69,21.86,100.0,6320.33,10.25,21.52,119.49,2024-03-06 07:50:00,2024-03-06,3,7,50,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240306080001,0.0,1004.85,22.5,100.2,7207.17,14.55,23.7,121.86,2024-03-06 08:00:00,2024-03-06,3,8,0,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240306081001,0.0,1004.97,22.99,100.0,7128.21,12.84,25.87,124.24,2024-03-06 08:10:00,2024-03-06,3,8,10,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240306082001,0.65,1005.16,22.95,152.5,2942.29,2.14,28.03,126.61,2024-03-06 08:20:00,2024-03-06,3,8,20,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240306083001,2.11,1007.79,22.52,105.02,2789.58,1.78,30.16,128.98,2024-03-06 08:30:00,2024-03-06,3,8,30,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240306084001,2.74,1005.56,21.78,100.0,4501.04,4.62,32.27,131.36,2024-03-06 08:40:00,2024-03-06,3,8,40,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240306085001,2.97,1005.69,21.51,100.0,6080.24,9.04,34.36,133.73,2024-03-06 08:50:00,2024-03-06,3,8,50,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240307070001,0.02,1011.85,15.59,100.0,1663.5,0.88,10.39,106.99,2024-03-07 07:00:00,2024-03-07,3,7,0,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240307071001,0.0,1011.83,15.72,100.0,2089.92,1.39,12.64,109.39,2024-03-07 07:10:00,2024-03-07,3,7,10,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
